CaseID,Activity,Timestamp
1000,A,2020-01-01 00:00:00
1000,C,2020-01-01 03:17:00
1000,E,2020-01-01 05:17:00
1000,A,2020-01-01 06:42:00
1000,C,2020-01-01 09:28:00
1000,E,2020-01-01 13:21:00
1000,A,2020-01-01 16:42:00
1000,C,2020-01-01 19:16:00
1000,E,2020-01-01 20:40:00
1000,A,2020-01-01 21:28:00
1000,C,2020-01-02 00:02:00
1000,E,2020-01-02 02:51:00
1000,A,2020-01-02 06:14:00
1000,C,2020-01-02 08:36:00
1000,E,2020-01-02 12:36:00
1000,A,2020-01-02 14:24:00
1000,C,2020-01-02 16:11:00
1000,E,2020-01-02 19:49:00
1000,A,2020-01-02 20:50:00
1000,C,2020-01-02 21:19:00
1001,A,2020-01-01 00:00:00
1001,C,2020-01-01 03:43:00
1001,D,2020-01-01 06:08:00
1001,E,2020-01-01 09:46:00
1001,A,2020-01-01 13:42:00
1001,C,2020-01-01 15:03:00
1001,D,2020-01-01 16:48:00
1001,E,2020-01-01 19:27:00
1001,A,2020-01-01 19:43:00
1001,C,2020-01-01 22:38:00
1001,D,2020-01-02 00:22:00
1001,E,2020-01-02 03:28:00
1001,A,2020-01-02 07:12:00
1001,C,2020-01-02 09:56:00
1001,D,2020-01-02 11:20:00
1001,E,2020-01-02 14:21:00
1001,A,2020-01-02 16:08:00
1001,C,2020-01-02 20:02:00
1001,D,2020-01-02 21:37:00
1001,E,2020-01-03 00:01:00
1002,A,2020-01-01 00:00:00
1002,C,2020-01-01 01:48:00
1002,E,2020-01-01 01:59:00
1002,A,2020-01-01 05:21:00
1002,C,2020-01-01 07:09:00
1002,E,2020-01-01 11:05:00
1002,A,2020-01-01 14:14:00
1002,C,2020-01-01 16:46:00
1002,E,2020-01-01 19:18:00
1002,A,2020-01-01 21:44:00
1002,C,2020-01-02 01:43:00
1002,E,2020-01-02 02:22:00
1002,A,2020-01-02 05:21:00
1002,C,2020-01-02 07:02:00
1002,E,2020-01-02 07:47:00
1002,A,2020-01-02 11:08:00
1002,C,2020-01-02 12:27:00
1002,E,2020-01-02 15:01:00
1002,A,2020-01-02 15:34:00
1002,C,2020-01-02 19:04:00
1003,A,2020-01-01 00:00:00
1003,C,2020-01-01 02:28:00
1003,E,2020-01-01 04:03:00
1003,A,2020-01-01 06:36:00
1003,C,2020-01-01 08:05:00
1003,E,2020-01-01 10:14:00
1003,A,2020-01-01 11:23:00
1003,C,2020-01-01 12:45:00
1003,E,2020-01-01 13:12:00
1003,A,2020-01-01 13:46:00
1003,C,2020-01-01 15:10:00
1003,E,2020-01-01 18:10:00
1003,A,2020-01-01 20:33:00
1003,C,2020-01-01 21:56:00
1003,E,2020-01-01 22:46:00
1003,A,2020-01-02 01:45:00
1003,C,2020-01-02 04:48:00
1003,E,2020-01-02 08:05:00
1003,A,2020-01-02 10:56:00
1003,C,2020-01-02 13:41:00
1004,A,2020-01-01 00:00:00
1004,B,2020-01-01 00:34:00
1004,D,2020-01-01 03:26:00
1004,E,2020-01-01 06:32:00
1004,A,2020-01-01 09:07:00
1004,B,2020-01-01 10:56:00
1004,D,2020-01-01 14:05:00
1004,E,2020-01-01 14:44:00
1004,A,2020-01-01 18:24:00
1004,B,2020-01-01 19:36:00
1004,D,2020-01-01 22:00:00
1004,E,2020-01-01 22:27:00
1004,A,2020-01-02 01:46:00
1004,B,2020-01-02 03:17:00
1004,D,2020-01-02 05:37:00
1004,E,2020-01-02 06:44:00
1004,A,2020-01-02 10:04:00
1004,B,2020-01-02 10:25:00
1004,D,2020-01-02 12:43:00
1004,E,2020-01-02 13:01:00
1005,A,2020-01-01 00:00:00
1005,C,2020-01-01 02:08:00
1005,E,2020-01-01 04:18:00
1005,A,2020-01-01 07:45:00
1005,C,2020-01-01 09:42:00
1005,E,2020-01-01 11:33:00
1005,A,2020-01-01 11:47:00
1005,C,2020-01-01 14:17:00
1005,E,2020-01-01 14:35:00
1005,A,2020-01-01 17:12:00
1005,C,2020-01-01 18:53:00
1005,E,2020-01-01 21:53:00
1005,A,2020-01-02 00:52:00
1005,C,2020-01-02 04:13:00
1005,E,2020-01-02 05:09:00
1005,A,2020-01-02 05:21:00
1005,C,2020-01-02 05:42:00
1005,E,2020-01-02 09:33:00
1005,A,2020-01-02 13:30:00
1005,C,2020-01-02 17:03:00
1006,A,2020-01-01 00:00:00
1006,B,2020-01-01 03:44:00
1006,C,2020-01-01 04:19:00
1006,D,2020-01-01 05:19:00
1006,E,2020-01-01 08:54:00
1006,A,2020-01-01 11:26:00
1006,B,2020-01-01 13:38:00
1006,C,2020-01-01 15:36:00
1006,D,2020-01-01 19:05:00
1006,E,2020-01-01 22:19:00
1006,A,2020-01-01 23:52:00
1006,B,2020-01-02 02:46:00
1006,C,2020-01-02 04:25:00
1006,D,2020-01-02 05:49:00
1006,E,2020-01-02 06:26:00
1006,A,2020-01-02 08:02:00
1006,B,2020-01-02 08:59:00
1006,C,2020-01-02 11:08:00
1006,D,2020-01-02 12:12:00
1006,E,2020-01-02 15:51:00
1007,A,2020-01-01 00:00:00
1007,C,2020-01-01 03:19:00
1007,D,2020-01-01 07:00:00
1007,E,2020-01-01 09:01:00
1007,A,2020-01-01 11:26:00
1007,C,2020-01-01 15:25:00
1007,D,2020-01-01 16:51:00
1007,E,2020-01-01 20:35:00
1007,A,2020-01-01 22:01:00
1007,C,2020-01-02 01:44:00
1007,D,2020-01-02 03:45:00
1007,E,2020-01-02 05:42:00
1007,A,2020-01-02 08:01:00
1007,C,2020-01-02 10:05:00
1007,D,2020-01-02 10:35:00
1007,E,2020-01-02 13:21:00
1007,A,2020-01-02 14:33:00
1007,C,2020-01-02 17:38:00
1007,D,2020-01-02 17:55:00
1007,E,2020-01-02 21:48:00
1008,A,2020-01-01 00:00:00
1008,C,2020-01-01 03:50:00
1008,D,2020-01-01 07:43:00
1008,E,2020-01-01 11:22:00
1008,A,2020-01-01 14:18:00
1008,C,2020-01-01 17:06:00
1008,D,2020-01-01 18:08:00
1008,E,2020-01-01 21:59:00
1008,A,2020-01-02 00:40:00
1008,C,2020-01-02 01:36:00
1008,D,2020-01-02 02:04:00
1008,E,2020-01-02 03:18:00
1008,A,2020-01-02 05:37:00
1008,C,2020-01-02 09:23:00
1008,D,2020-01-02 10:20:00
1008,E,2020-01-02 11:18:00
1008,A,2020-01-02 14:46:00
1008,C,2020-01-02 17:34:00
1008,D,2020-01-02 20:31:00
1008,E,2020-01-02 20:48:00
1009,A,2020-01-01 00:00:00
1009,B,2020-01-01 01:20:00
1009,D,2020-01-01 02:53:00
1009,E,2020-01-01 05:01:00
1009,A,2020-01-01 07:44:00
1009,B,2020-01-01 10:43:00
1009,D,2020-01-01 14:29:00
1009,E,2020-01-01 14:52:00
1009,A,2020-01-01 15:25:00
1009,B,2020-01-01 17:48:00
1009,D,2020-01-01 18:47:00
1009,E,2020-01-01 21:01:00
1009,A,2020-01-01 23:18:00
1009,B,2020-01-02 03:01:00
1009,D,2020-01-02 05:20:00
1009,E,2020-01-02 07:09:00
1009,A,2020-01-02 10:06:00
1009,B,2020-01-02 11:01:00
1009,D,2020-01-02 11:34:00
1009,E,2020-01-02 13:18:00
1010,A,2020-01-01 00:00:00
1010,B,2020-01-01 03:47:00
1010,D,2020-01-01 06:53:00
1010,E,2020-01-01 10:42:00
1010,A,2020-01-01 13:42:00
1010,B,2020-01-01 16:15:00
1010,D,2020-01-01 19:18:00
1010,E,2020-01-01 22:09:00
1010,A,2020-01-02 00:43:00
1010,B,2020-01-02 04:40:00
1010,D,2020-01-02 06:32:00
1010,E,2020-01-02 09:03:00
1010,A,2020-01-02 09:28:00
1010,B,2020-01-02 12:54:00
1010,D,2020-01-02 14:59:00
1010,E,2020-01-02 15:37:00
1010,A,2020-01-02 18:47:00
1010,B,2020-01-02 19:47:00
1010,D,2020-01-02 20:07:00
1010,E,2020-01-02 22:22:00
1011,A,2020-01-01 00:00:00
1011,C,2020-01-01 01:59:00
1011,D,2020-01-01 04:05:00
1011,E,2020-01-01 04:22:00
1011,A,2020-01-01 05:13:00
1011,C,2020-01-01 08:03:00
1011,D,2020-01-01 08:52:00
1011,E,2020-01-01 12:30:00
1011,A,2020-01-01 14:56:00
1011,C,2020-01-01 18:05:00
1011,D,2020-01-01 20:01:00
1011,E,2020-01-01 23:38:00
