CaseID,Activity,Timestamp
1000,F,2020-01-23 09:18:00
1000,G,2020-01-23 10:21:00
1000,H,2020-01-23 10:38:00
1000,C,2020-01-23 11:40:00
1000,D,2020-01-23 12:54:00
1000,I,2020-01-23 14:11:00
1000,J,2020-01-23 15:00:00
1000,B,2020-01-23 15:37:00
1000,K,2020-01-23 16:50:00
1001,F,2020-01-04 16:21:00
1001,G,2020-01-04 18:05:00
1001,H,2020-01-04 19:39:00
1001,C,2020-01-04 20:14:00
1001,D,2020-01-04 21:23:00
1001,I,2020-01-04 22:54:00
1001,J,2020-01-04 23:46:00
1001,B,2020-01-05 00:29:00
1001,K,2020-01-05 01:52:00
1002,F,2020-01-13 07:35:00
1002,G,2020-01-13 08:14:00
1002,H,2020-01-13 08:45:00
1002,C,2020-01-13 09:29:00
1002,D,2020-01-13 10:50:00
1002,I,2020-01-13 11:08:00
1002,J,2020-01-13 12:36:00
1002,B,2020-01-13 14:29:00
1002,K,2020-01-13 14:47:00
1003,F,2020-01-11 05:45:00
1003,G,2020-01-11 06:55:00
1003,H,2020-01-11 07:56:00
1003,C,2020-01-11 08:40:00
1003,D,2020-01-11 10:11:00
1003,I,2020-01-11 12:01:00
1003,J,2020-01-11 13:17:00
1003,B,2020-01-11 14:24:00
1003,K,2020-01-11 15:50:00
1004,F,2020-01-10 05:12:00
1004,G,2020-01-10 06:54:00
1004,H,2020-01-10 08:30:00
1004,C,2020-01-10 09:08:00
1004,D,2020-01-10 09:58:00
1004,I,2020-01-10 11:57:00
1004,J,2020-01-10 13:06:00
1004,B,2020-01-10 14:31:00
1004,K,2020-01-10 14:47:00
1005,F,2020-01-12 01:12:00
1005,G,2020-01-12 02:01:00
1005,H,2020-01-12 03:10:00
1005,C,2020-01-12 04:08:00
1005,D,2020-01-12 04:43:00
1005,I,2020-01-12 06:39:00
1005,J,2020-01-12 08:34:00
1005,B,2020-01-12 09:58:00
1005,K,2020-01-12 11:42:00
1006,F,2020-01-06 17:00:00
1006,G,2020-01-06 17:15:00
1006,H,2020-01-06 18:19:00
1006,C,2020-01-06 19:14:00
1006,D,2020-01-06 21:13:00
1006,I,2020-01-06 23:08:00
1006,J,2020-01-06 23:49:00
1006,B,2020-01-07 01:37:00
1006,K,2020-01-07 02:07:00
1007,F,2020-01-29 08:06:00
1007,G,2020-01-29 08:58:00
1007,H,2020-01-29 10:04:00
1007,C,2020-01-29 12:01:00
1007,D,2020-01-29 13:19:00
1007,I,2020-01-29 14:09:00
1007,J,2020-01-29 15:57:00
1007,B,2020-01-29 17:12:00
1007,K,2020-01-29 17:49:00
1008,F,2020-01-19 19:08:00
1008,G,2020-01-19 20:36:00
1008,H,2020-01-19 21:54:00
1008,C,2020-01-19 22:48:00
1008,D,2020-01-20 00:38:00
1008,I,2020-01-20 01:32:00
1008,J,2020-01-20 02:30:00
1008,B,2020-01-20 02:46:00
1008,K,2020-01-20 03:28:00
1009,F,2020-01-20 19:14:00
1009,G,2020-01-20 20:10:00
1009,H,2020-01-20 20:48:00
1009,C,2020-01-20 21:03:00
1009,D,2020-01-20 22:59:00
1009,I,2020-01-20 23:39:00
1009,J,2020-01-21 00:34:00
1009,B,2020-01-21 01:22:00
1009,K,2020-01-21 01:47:00
1010,F,2020-01-29 21:44:00
1010,G,2020-01-29 23:19:00
1010,H,2020-01-30 01:09:00
1010,C,2020-01-30 01:37:00
1010,D,2020-01-30 03:29:00
1010,I,2020-01-30 04:32:00
1010,J,2020-01-30 05:43:00
1010,B,2020-01-30 06:27:00
1010,K,2020-01-30 07:31:00
1011,F,2020-01-21 17:35:00
1011,G,2020-01-21 19:18:00
1011,H,2020-01-21 20:36:00
1011,C,2020-01-21 21:52:00
1011,D,2020-01-21 22:36:00
1011,I,2020-01-21 23:57:00
1011,J,2020-01-22 00:31:00
1011,B,2020-01-22 01:50:00
1011,K,2020-01-22 03:14:00
1012,F,2020-01-24 01:20:00
1012,G,2020-01-24 02:35:00
1012,H,2020-01-24 03:46:00
1012,C,2020-01-24 04:11:00
1012,D,2020-01-24 05:38:00
1012,I,2020-01-24 05:59:00
1012,J,2020-01-24 06:48:00
1012,B,2020-01-24 07:50:00
1012,K,2020-01-24 08:28:00
1013,F,2020-01-27 02:13:00
1013,G,2020-01-27 04:11:00
1013,H,2020-01-27 04:57:00
1013,C,2020-01-27 05:24:00
1013,D,2020-01-27 07:03:00
1013,I,2020-01-27 07:41:00
1013,J,2020-01-27 09:38:00
1013,B,2020-01-27 10:28:00
1013,K,2020-01-27 11:49:00
1014,F,2020-01-06 04:59:00
1014,G,2020-01-06 05:26:00
1014,H,2020-01-06 07:14:00
1014,C,2020-01-06 08:27:00
1014,D,2020-01-06 09:55:00
1014,I,2020-01-06 11:25:00
1014,J,2020-01-06 12:00:00
1014,B,2020-01-06 13:25:00
