CaseID,Activity,Timestamp
01d0e891-7f8a-4573-8314-29ccd2f04efc,A,2020-03-31 21:27:46
01d0e891-7f8a-4573-8314-29ccd2f04efc,B,2020-03-31 23:08:43
01d0e891-7f8a-4573-8314-29ccd2f04efc,J,2020-04-01 00:19:31
01d0e891-7f8a-4573-8314-29ccd2f04efc,F,2020-04-01 01:47:24
01d0e891-7f8a-4573-8314-29ccd2f04efc,G,2020-04-01 03:11:13
01d0e891-7f8a-4573-8314-29ccd2f04efc,I,2020-04-01 03:47:12
01d0e891-7f8a-4573-8314-29ccd2f04efc,K,2020-04-01 05:23:07
01d0e891-7f8a-4573-8314-29ccd2f04efc,L,2020-04-01 06:18:14
0295f030-05c6-48b0-83cf-3d2ad52d9a51,A,2020-01-07 09:08:58
0295f030-05c6-48b0-83cf-3d2ad52d9a51,B,2020-01-07 11:08:54
0295f030-05c6-48b0-83cf-3d2ad52d9a51,C,2020-01-07 12:05:47
0295f030-05c6-48b0-83cf-3d2ad52d9a51,D,2020-01-07 13:21:41
0295f030-05c6-48b0-83cf-3d2ad52d9a51,E,2020-01-07 14:12:33
0295f030-05c6-48b0-83cf-3d2ad52d9a51,F,2020-01-07 14:55:38
0295f030-05c6-48b0-83cf-3d2ad52d9a51,G,2020-01-07 15:10:36
0295f030-05c6-48b0-83cf-3d2ad52d9a51,I,2020-01-07 15:50:33
0295f030-05c6-48b0-83cf-3d2ad52d9a51,J,2020-01-07 17:31:37
0295f030-05c6-48b0-83cf-3d2ad52d9a51,K,2020-01-07 19:00:33
0295f030-05c6-48b0-83cf-3d2ad52d9a51,L,2020-01-07 19:34:34
0c78bf31-e7c0-4129-8601-47b2b6efc039,A,2020-01-06 02:13:57
0c78bf31-e7c0-4129-8601-47b2b6efc039,C,2020-01-06 03:16:55
0c78bf31-e7c0-4129-8601-47b2b6efc039,D,2020-01-06 03:50:49
0c78bf31-e7c0-4129-8601-47b2b6efc039,E,2020-01-06 04:33:51
0c78bf31-e7c0-4129-8601-47b2b6efc039,F,2020-01-06 05:42:47
0c78bf31-e7c0-4129-8601-47b2b6efc039,G,2020-01-06 06:25:46
0c78bf31-e7c0-4129-8601-47b2b6efc039,I,2020-01-06 07:41:41
0c78bf31-e7c0-4129-8601-47b2b6efc039,K,2020-01-06 08:18:45
0c78bf31-e7c0-4129-8601-47b2b6efc039,L,2020-01-06 08:42:43
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,A,2020-03-05 18:05:03
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,B,2020-03-05 19:52:57
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,J,2020-03-05 20:57:48
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,F,2020-03-05 22:33:46
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,G,2020-03-06 00:10:41
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,I,2020-03-06 01:38:38
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,K,2020-03-06 02:37:35
12d05f55-d5c7-41c1-b4c2-18cba344f9b8,L,2020-03-06 03:15:32
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,A,2020-01-21 08:11:01
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,B,2020-01-21 09:23:57
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,J,2020-01-21 10:28:55
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,F,2020-01-21 11:18:58
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,G,2020-01-21 11:46:59
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,I,2020-01-21 12:50:50
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,K,2020-01-21 13:12:47
12ef701d-f3c4-41b4-a1d2-a2f57e0968b5,L,2020-01-21 14:02:49
13a687f4-567b-48e7-ad69-3c309206c3e0,A,2020-01-22 11:43:00
13a687f4-567b-48e7-ad69-3c309206c3e0,B,2020-01-22 12:35:44
13a687f4-567b-48e7-ad69-3c309206c3e0,J,2020-01-22 13:30:43
13a687f4-567b-48e7-ad69-3c309206c3e0,F,2020-01-22 14:56:46
13a687f4-567b-48e7-ad69-3c309206c3e0,G,2020-01-22 16:26:42
13a687f4-567b-48e7-ad69-3c309206c3e0,I,2020-01-22 17:40:36
13a687f4-567b-48e7-ad69-3c309206c3e0,K,2020-01-22 19:37:24
13a687f4-567b-48e7-ad69-3c309206c3e0,L,2020-01-22 21:21:17
14c5b588-8703-4bce-b265-981040a28545,A,2020-01-29 21:52:08
14c5b588-8703-4bce-b265-981040a28545,B,2020-01-29 22:54:05
14c5b588-8703-4bce-b265-981040a28545,J,2020-01-30 00:36:58
14c5b588-8703-4bce-b265-981040a28545,F,2020-01-30 02:07:52
14c5b588-8703-4bce-b265-981040a28545,G,2020-01-30 03:10:53
14c5b588-8703-4bce-b265-981040a28545,I,2020-01-30 04:35:52
14c5b588-8703-4bce-b265-981040a28545,K,2020-01-30 05:48:51
14c5b588-8703-4bce-b265-981040a28545,L,2020-01-30 06:58:43
1750dabe-8859-4fd2-9405-1d4d379cee27,L,2020-03-01 00:20:08
1750dabe-8859-4fd2-9405-1d4d379cee27,A,2020-03-01 17:27:03
1750dabe-8859-4fd2-9405-1d4d379cee27,B,2020-03-01 18:57:05
1750dabe-8859-4fd2-9405-1d4d379cee27,J,2020-03-01 19:25:58
1750dabe-8859-4fd2-9405-1d4d379cee27,F,2020-03-01 20:46:54
1750dabe-8859-4fd2-9405-1d4d379cee27,G,2020-03-01 21:05:59
1750dabe-8859-4fd2-9405-1d4d379cee27,I,2020-03-01 21:54:53
1750dabe-8859-4fd2-9405-1d4d379cee27,K,2020-03-01 22:25:03
17f0dcbd-5e68-4f05-8b5b-044537c96c69,A,2020-02-14 00:17:57
17f0dcbd-5e68-4f05-8b5b-044537c96c69,C,2020-02-14 02:11:53
17f0dcbd-5e68-4f05-8b5b-044537c96c69,D,2020-02-14 03:55:48
17f0dcbd-5e68-4f05-8b5b-044537c96c69,E,2020-02-14 05:06:53
