CaseID,Activity,Timestamp
00294314-b701-4abe-92c2-548924f83c3c,A,2020-02-29 12:28:31
00294314-b701-4abe-92c2-548924f83c3c,B,2020-02-29 13:38:50
00294314-b701-4abe-92c2-548924f83c3c,C,2020-02-29 13:57:51
00294314-b701-4abe-92c2-548924f83c3c,D,2020-02-29 14:23:48
00294314-b701-4abe-92c2-548924f83c3c,G,2020-02-29 15:50:37
00c6bed0-c0f9-4045-8dd8-d95717c98aef,A,2020-03-18 08:03:25
00c6bed0-c0f9-4045-8dd8-d95717c98aef,C,2020-03-18 09:34:22
00c6bed0-c0f9-4045-8dd8-d95717c98aef,F,2020-03-18 10:33:20
00c6bed0-c0f9-4045-8dd8-d95717c98aef,C,2020-03-18 11:04:21
00c6bed0-c0f9-4045-8dd8-d95717c98aef,F,2020-03-18 11:32:17
00c6bed0-c0f9-4045-8dd8-d95717c98aef,D,2020-03-18 12:03:20
00c6bed0-c0f9-4045-8dd8-d95717c98aef,G,2020-03-18 13:40:19
017b68ef-b958-4297-a299-645a4e932d03,A,2020-01-11 12:52:10
017b68ef-b958-4297-a299-645a4e932d03,B,2020-01-11 13:34:11
017b68ef-b958-4297-a299-645a4e932d03,C,2020-01-11 14:13:09
017b68ef-b958-4297-a299-645a4e932d03,D,2020-01-11 15:14:09
017b68ef-b958-4297-a299-645a4e932d03,G,2020-01-11 16:16:06
01848b64-2cc6-4531-ad5c-1507e4351645,A,2020-01-03 01:17:16
01848b64-2cc6-4531-ad5c-1507e4351645,B,2020-01-03 01:34:16
01848b64-2cc6-4531-ad5c-1507e4351645,C,2020-01-03 01:50:17
01848b64-2cc6-4531-ad5c-1507e4351645,D,2020-01-03 03:36:12
01848b64-2cc6-4531-ad5c-1507e4351645,G,2020-01-03 04:07:50
01a05682-c133-43ed-a1e0-14050ea4250c,A,2020-01-30 03:16:28
01a05682-c133-43ed-a1e0-14050ea4250c,B,2020-01-30 05:03:22
01a05682-c133-43ed-a1e0-14050ea4250c,C,2020-01-30 06:15:28
01a05682-c133-43ed-a1e0-14050ea4250c,D,2020-01-30 07:44:23
01a05682-c133-43ed-a1e0-14050ea4250c,G,2020-01-30 08:07:23
0229e3de-14b7-445f-908d-027af5293cd2,A,2020-02-07 17:07:30
0229e3de-14b7-445f-908d-027af5293cd2,C,2020-02-07 17:21:05
0229e3de-14b7-445f-908d-027af5293cd2,B,2020-02-07 18:27:15
0229e3de-14b7-445f-908d-027af5293cd2,D,2020-02-07 18:56:34
0229e3de-14b7-445f-908d-027af5293cd2,G,2020-02-07 20:12:30
0239fb4d-f0ff-4d6d-a941-c6c2f5385ec2,A,2020-01-18 01:50:12
0239fb4d-f0ff-4d6d-a941-c6c2f5385ec2,B,2020-01-18 02:08:01
0239fb4d-f0ff-4d6d-a941-c6c2f5385ec2,C,2020-01-18 03:34:56
0239fb4d-f0ff-4d6d-a941-c6c2f5385ec2,D,2020-01-18 04:43:47
0239fb4d-f0ff-4d6d-a941-c6c2f5385ec2,G,2020-01-18 05:28:02
028c7ef4-e079-414b-8e49-5a0b9b05f805,A,2020-03-09 03:53:11
028c7ef4-e079-414b-8e49-5a0b9b05f805,C,2020-03-09 04:32:35
028c7ef4-e079-414b-8e49-5a0b9b05f805,B,2020-03-09 05:26:31
028c7ef4-e079-414b-8e49-5a0b9b05f805,D,2020-03-09 06:15:29
028c7ef4-e079-414b-8e49-5a0b9b05f805,G,2020-03-09 06:58:48
02bc178e-b79c-449e-8daf-d222282aecc0,A,2020-02-29 19:22:42
02bc178e-b79c-449e-8daf-d222282aecc0,D,2020-02-29 19:37:41
02bc178e-b79c-449e-8daf-d222282aecc0,E,2020-02-29 20:38:42
02bc178e-b79c-449e-8daf-d222282aecc0,F,2020-02-29 21:54:35
02bc178e-b79c-449e-8daf-d222282aecc0,G,2020-02-29 22:29:40
0370176e-b86b-41da-a4cc-7cb23083b6fe,A,2020-02-29 22:07:39
0370176e-b86b-41da-a4cc-7cb23083b6fe,B,2020-02-29 23:04:39
0370176e-b86b-41da-a4cc-7cb23083b6fe,C,2020-03-01 00:39:34
0370176e-b86b-41da-a4cc-7cb23083b6fe,D,2020-03-01 01:19:32
0370176e-b86b-41da-a4cc-7cb23083b6fe,G,2020-03-01 01:54:27
03809f49-eaab-4b24-9b2c-ab3b7b6d9431,A,2020-01-03 21:41:00
03809f49-eaab-4b24-9b2c-ab3b7b6d9431,C,2020-01-03 23:30:50
03809f49-eaab-4b24-9b2c-ab3b7b6d9431,B,2020-01-03 23:50:50
03809f49-eaab-4b24-9b2c-ab3b7b6d9431,D,2020-01-04 01:21:44
03809f49-eaab-4b24-9b2c-ab3b7b6d9431,G,2020-01-04 02:27:48
03baad57-7160-4721-9ca5-63bfb735f846,A,2020-02-25 07:09:22
03baad57-7160-4721-9ca5-63bfb735f846,D,2020-02-25 07:53:10
03baad57-7160-4721-9ca5-63bfb735f846,E,2020-02-25 09:48:07
03baad57-7160-4721-9ca5-63bfb735f846,F,2020-02-25 10:29:01
03baad57-7160-4721-9ca5-63bfb735f846,G,2020-02-25 11:01:04
03d1bde0-09ac-4891-b88c-d100a16454b4,A,2020-01-12 11:47:09
